id,sound,text
Pjzz4CmWZYORCPincFMR,e4ab7b9f-32ec-43f8-a53f-2f657ee691ab.aac,walioonekana
Pk1ODd7SIkkznEzxAQdO,f85b9af2-288b-4dfc-801a-2d74730f75cc.wav,ya mtoto
Pk1WC4ko11r5b1sxCq2U,427d2302-f3d5-44b4-bab6-c65cc00adca2.wav,jirani kunafunguliwa duka
Pk5PQJ430KeWBcdd831O,44f81f50-14ad-4d28-b466-285281695be2.wav,Kuagua ndoto ni
Pk8hTTMvIK81T43HS4Ya,ae0a6a25-16ed-4c53-b6bd-5b16485b1e4e.aac,magari
PkHpFZbczswy5ES0Yur8,7e763e33-20fb-46e6-93da-e552c4676dc1.wav,jubilii itafanyika uwanja
PkL5FHByn9gVK2XG6kNg,0fa8089d-5158-48d2-8343-0dd198666466.wav,mtukufu wa ramadhani
PkSsTUBeZnkUxX4QK18B,18e9a8b8-48a6-4a0d-9b35-69106557f8ee.wav,na
PkUkdD6QjqbwCmNr64ld,7246f0c9-c039-4b94-ab3f-4d8f0e17f3e9.aac,lazima
PkYUNqw8a3Fyo15ovI0G,6e92702d-3e80-4cc6-aab0-3c491cf0e2cf.aac,kuokolewa na askari  polisi
Pkj9Uwrz9zZ9DPQJY0HW,337f4645-02f6-4849-b668-adb40bd6e6ef.aac,Mchumi wa Chuo
Pkx92deXOwLAgBaA2IQ8,1b234798-5377-4c88-9b69-bc67ca38b944.wav,anajikosha sana kwa
Pkzy04PXzjUS1eIm8QCB,3f0150f3-0c78-46b1-b520-f7278bad57cc.aac,upande wake Mkuu
Pl467hjjjaZRusY5kDo3,3c0cfa0b-d7d4-409a-9fc2-53cd59986e5e.wav,ni
Pl9Lv8jWX6UCVs4NnjvZ,75144f3d-ef77-46f7-add6-b6aed9333870.wav,wa judo ameingia
PlJmFwwOEyWFrmlQpRM5,81520d64-3eec-4e3a-bf40-0c1dc3b87035.aac,mitaala ya serikali na tunao
PlLOQBBQltPU0NvwGzCS,420111c7-ce72-42c8-841c-512152eca7fd.wav,kwa
PlOtrWO3aFwXRg7zbypu,ee7a3bca-f6ba-4e08-ba57-c8d725d6266f.wav,tumeambiwa
PlREPBZ8a2jhJ0i45Pq9,100817b3-da52-4715-a82c-556e3cdc2976.wav,kwenye jubilii kanisani
PlU4sYJ00ssCBqdWxg25,d68bee4a-3894-45ab-8b46-f352922094fe.wav,hawa wamejihusisha katika
PlWu2bnaLP2EFrWSYLyU,83b6438f-304b-4c50-871f-bd83838716d5.wav,amekua
Plc2Jq9cp756sLneZDl7,51779102-1b42-464f-9337-249bd248fc86.aac,na Kiusa inaridhisha na siyo
PlddC7LrcMkREXNf29SE,d6792e96-2559-4f06-bfa7-5ef1ede094f4.wav,Kaa ukijua kua
PmAG9BVO6E8WOq7muCU6,8c64e21e-c6c2-4756-a1c6-f66592808f75.wav,ujana usiku wa
PmBmJRI6IVjQr3Zx3CAP,ef5afa0c-8421-4b93-b364-a629a588a26c.wav,mjukuu
PmJJKhgRmKufHlwk56mX,5b417a34-65ad-411f-9073-d7722a676f4e.aac,kutangaza
PmJMm8hcSbyBXPTmua2O,4b7d8cdc-1448-43ce-a4c6-94188a1e2f92.wav,ng’ombe
PmJuTB5p2MA5h4e2AzVV,35ffb701-40ff-402b-adc5-eab0bf94dacb.wav,za viatu vya
PmM5WTALJYWcmSh5T4q0,d02e5b86-31c1-477d-aefe-f0c33d81ff88.wav,mkoa gani maaraufu
PmZ1nlj2nngl6ZntgEuH,a50cc859-44d7-4585-bfad-a53a9099c1ef.wav,Mwenye
Pmca9j1l2U4DRSRtvATw,0a5866de-8899-41e5-9d18-b91f29fd3af6.wav,ya jino ni
PmfBC37YQ4cHSTgRCt6G,8259094e-010e-4b41-a5ef-059939fdf389.wav,Amina na Joshi
Pmh0vF2lXAiD5YQFpQLp,298c85e5-4efa-4300-8efc-80cadc2509e0.aac,mikoa yenye maambukizi
PmhFapl7Gk5i24IxfGWe,ef6c8693-5822-40a9-b755-a4e0c4f3a5ac.wav,Shamba
PmoWklGRLubO2mb8dcOr,149e816f-0c95-4412-b9e1-813fb312cfb3.wav,mbuzi jike alienona
PmsJDrUBeWJtLlTkIujj,438ba4f0-31ef-4d4c-b513-95e49ed487d4.wav,alipokea aburani kutoka kwa
Pn3KNxp94tSflo4oR41N,e39a2014-5534-4877-879e-0de18f8aa8cd.wav,Katika
PnMAYwGUz1c3Tgz8okTG,78c7defe-fef2-4f64-8f31-c8bb685ae999.aac,cha
PnOt9XtMYpJ0BLzkzxwO,a512bea4-2907-458b-99a0-ae3f0644b3a5.wav,Juhudi
PnPJLcKweI9eId9XF1V5,eec20542-6d11-4932-a4d8-c74f83e6ab60.wav,nje
PnQzypl2Wp0BIXcM2dXr,86b0f975-4a1c-464d-ac52-e5e8a7b8b652.wav,ushirikiano wa wanajimbo
Pnfo8uT343cTOpD5xUBQ,e6dd7da8-9f9a-4ac1-bb85-643ef5239f6b.wav,njema hujengwa
PnibMRz10tHFI5URxzox,8610237e-0f68-483f-8d10-b8dbf0a921d1.wav,Nyumba
PnjaUXgsTcPuU1q77Npq,9960c4f9-dfc4-43ea-82d7-1563ad2a28e1.wav,Joshi amekua mtu
PnoU43WcZAgBdUwjWD5L,e5a3529c-c120-4811-b88a-8e9141a51dba.wav,Bahari
PnryIWI950wpjjA12cdp,12c2edfb-2812-47c5-8cc8-99a338c3c7c6.aac,upendo wako Mungu
PnyhQPhUdmDPSYXzGJA6,8a25503e-4661-41a7-864c-42d67efeb35a.wav,ananyama
Po14v4O32fU6Kgkl5moO,81964a1b-ef07-4083-b452-4724956c0ff3.wav,adamu
PoGNdsHkD3XSTe0iCRum,652dc826-eb60-4407-8b7b-2768f0a01db3.aac,huku wachanga wakiwa asilimia 
PoOt02Jfnb6N0OeqkH2I,096cafc9-37c1-4e2f-b20a-62935a3a45ec.wav,makali
PoS3amMQVUZmlw4dS3oJ,cf9d89a7-da32-4f4c-88de-192fc2bb5263.wav,ya mama kwenye nyumba
PoSc0DE5M4R5NZcETgdw,92e0c4a3-185c-41ef-bdba-9cc77b35d7db.aac,ya
Pocyg73zBw4xN7erJ8D9,fe61cb41-062c-4e1a-b277-357cda2edba2.wav,juu ya paa la nyumba yetu Gorofa limeshika
PoieM3gf1wBie8T8cQDd,27ecc682-3788-4ced-af0e-533aa7e69f1b.aac,na
PoqUC1Nut4rdBmPmAEzn,f3b77f89-bcb3-49a1-934a-4e6b5914e1e5.wav,mke
Pp5iXmMvhFaHhAmfq9eH,6db8e550-27ab-42a6-b589-f4bdac2d00a5.aac,katika maeneo ya
Pp8RIYhB0kSvzDcxfxhh,bc24a4e9-ab57-40ed-8fd5-ca4a5a92fdcd.aac,msaada
PpKRj5O5Z3gWsABSljSF,931bfa09-2edf-4210-8de0-ce5048a3dce7.wav,watoto
PpN55LV17vz7uQsgK66F,79e3989c-3770-4b6f-8d28-5055ace47168.aac,ya
PpVkOH6jcVwwggwRQJDe,74a3b316-9116-48d3-a407-df97c87329eb.aac,huo
PpbNmlyx32CJspIgX8uY,90abccd4-e1e4-49f7-ab3b-d9d157bb0ef6.wav,itafanyika uwanja wa taifa
PpfMLxuaDQtcKHy7V8uX,6b7a52b6-7258-44dd-b3b7-22b79cfd99fa.aac,mbalimbali zikiwamo za
PpflJcYLVEPI3d1dLoAx,e1e32253-2e56-4022-95f4-dc3ceb007d3c.wav,achia
PpmE2eiwU0UoLZ0cERJY,449c3f87-adc5-4de2-bbf4-be12774b765b.wav,usiku wa jana
Pq2uNlJF4p44b6eL0uif,81fdcc0f-04c2-4da9-bead-9205963b148d.aac,kwa
Pq44uJdzWHOpGE1qFo07,6aceaea6-8bfd-4b17-855a-1c19ba6b248d.aac,kuwekwa kwa vifaa tiba maalumu
Pq6e9SMYXNJjvQxailsX,67d3ea5e-212d-4f1e-985f-1066802e9774.aac,Rais Magufuli alisema
Pq9xWKYJ6sUDl9YAm37z,7c2df025-5059-4845-a616-90340277e767.wav,wanafunzi
PqkvK3HN2iPyQnY7pl3a,36db9d28-ace9-4d7f-9508-68c3db9e298f.aac,Serikali
Pr2PUc5vZf9nhnG3vvUt,aaf8fc93-24cf-45fc-b681-c4ba5b7e7687.wav,usijeungua na jinga la moto Wamejilalia tangu walipomalizia
PrMeKeqa1QTKDUJqojIK,04ed3c70-4473-4662-bf07-cb9d1620fda4.aac,vya rushwa alisema
PrNVgVWoYOvRv3c3NLsw,70bc5bf9-6f14-4539-8e1c-7f2ab8cc6430.aac,ndizi
PrWLwKoZGfA4gAHxx32i,f0e5f21a-89a9-45d3-9910-eab63a2ce860.wav,kote kule bado
Prb4BWZO85zvFqeuYVIF,dde755bc-bc12-420c-a944-43b1d42b0dc1.wav,Wamama
PrdjuAIknjV7QE55DmXe,1c87dce2-590e-4bc0-8049-a80a4cccbc15.aac,lakini
PrfDuqLWbO5g7reAKFV1,f0912f8a-a000-4e1e-b6fa-475dd401bf91.wav,hii jubilii itafanyika
PrmttYymiOJZu7WmGtHr,6a722877-9693-44f3-87b9-9a3fb66603d0.wav,judo wote wanatakiwa kuondoka
PrmxXcmRdPIPIBjUlLdg,dd3bacbe-44c8-4b83-8c7a-1e35cdbb4493.wav,ni sehemu
PrnRDW3V6BkmhaqQlVLM,3a21de4e-582f-42bc-b547-066e0ec14779.wav,kufaulu mtihani wa
PrrCUoldjWZyM4BfdFs5,515d62dc-062c-4803-8c77-87852c5aae0e.wav,ni
PrwsWbBtVl3xoChgChg5,557d7c9d-9466-4719-a9cc-1035e258a713.aac,wanyama wote walitwanyika
PsDhpykcMjyZSB42XJ3l,514df5cc-deb5-469b-93fe-68786d89d888.wav,kupandishwa
PsNT1V5UF7RaT0w1qrQW,9431f3d6-ffd0-4186-ad44-35fd04bab52a.wav,wetu kasema Jumamosi hii sote
PsTDO5u9E7SHlvv7MCfN,5f877227-f08c-4418-803e-30a0ab70b28b.wav,maana ame jilalia
PsYU8x86O4B2zjFztzjH,2fe5eb99-3534-4fd1-8610-3c9b9dd71116.aac,Mkoa wa Mjini Magharibi Unguja
PsZIHgOQ4V0ygAtd1M4Q,04ff9f62-0dbd-404e-b354-60ac745977e9.wav,wa kwanza kitaifa
PscBdCHsTe4PWlifabZU,5fe1f3e8-7f08-4444-8efa-60db0dc39b03.wav,nyumba yao kuna
Psdku74zaUTPxI7FA8ou,5f13034c-cb0e-4029-b5ab-ec7403b35b05.aac,wa aina
PsetQln3upQaUKFmM42A,60f4ac66-8e76-40f5-b65e-6db117212736.aac,yaliyoruhusiwa kuuzwa vyakula na vinjwaji
PsjBOZeQ8hOmq7tU2Bjw,595bfd2f-b453-4f98-a797-b8e0e5ab1536.aac,nyumbani
PsuNDQ8YHyLlwT0fP3ua,7932c180-ed05-4076-be4e-6bbe2d5fd302.wav,Bado
Pt3i85FPWUVFkvUlktKA,32775d37-2e6f-49de-931c-78b8bef9018c.wav,Nimepoteza juzuu yangu
Pt3lgypeIiPLaCaes9dP,db20a93a-3117-44ac-ab40-ad080b417e0e.wav,Mwalimu wa judo
PtExeyBkR7QPhana7yPs,f95b6e6b-968c-4b5a-bacc-1091d5bc2ec0.wav,Jumamosi hii sote
PtU3jiGmZeS7gPIJoc6C,94220829-7d68-46c5-8fcb-0b31d656dc9d.wav,kwa kilimo
PtUeuiWvk5uzxJQ0GcIy,cb923e16-cd30-488c-9f7a-bedee1a660dd.aac,Manispaa ya Moshi
Pti9GCaZWYE0skj5ftIN,d3377796-8693-40be-a064-4e77352d6068.aac,wa umma
Pts6M0kTUiUiiKn3xm2u,6d7deacf-b50e-4f1c-892a-965e2d8039a2.wav,Wataalamu
PttpPVVlvS4cYDpZ7ITJ,f9805fa8-8c13-428d-8d2c-c19e1b5ec322.wav,lakini kichwani hamna kitu
PuPjAxrgC0HUdUFJGF3L,4513c054-eaaf-405d-bd3a-a4010121ab7a.wav,kanishauri
PuPqqgmqJr4W9grbdqul,d4070fd7-37c5-4a11-8bc9-7f4b62b1c500.wav,hii jubilii itafanyika uwanja
PuQJZ4Qd8NP0Ll1vElR0,fe6558d3-897a-4e87-a13e-ef76513a7ea5.wav,Nitapiga picha nyingi
PuSxr12dGwDIeVPbhYCt,5ed87fcb-f3da-4d84-a7aa-6508953eff2f.wav,amezaa jike tena
PuVpYkL3MVLNyjkQ8eCB,9cb67dd6-1fb6-486e-b55c-3dbdc0b09110.aac,ya
PufwRPEpNmrLSMsJuayZ,82c443b3-7ec2-4ea4-97ff-480020ac9f51.wav,Adesi
Pug99WOnF18Rb31zfAst,851976b5-5390-42ae-8e1c-610727351376.wav,Yule
Pv80wMEHr7QeZ2YLi6vW,04be8042-7e83-4b45-b168-69d1720fa77a.wav,ndani ya nyumba
Pv9JX04f9anwXSIpCJTX,1c09ace8-96dd-470f-ab4c-82713b9e92a0.aac,Viongozi
PvEvhf7AqQ7sGlnREv5k,548ab433-5438-4210-bab3-4daa507a8354.aac,unagharimiwa
PvGRNE4mK2jJrFQzPXt6,62552355-0115-4de0-a2fb-7e6838c08634.wav,vya wahindi
PvMEUGdNNgo5yegOjzMY,5704cc5c-2d34-4beb-937f-d81c20b908d0.wav,Mama anapika wali
PvOBGodvaGHEGD6a4gZr,c047d400-47bd-4a04-ae72-196f81365dae.aac,Alisema
PvQ0S6aHmOPNOBOl1LNM,0ab0be29-c2e2-47d6-9c5e-26701ec2813a.aac,ya
PvXQsR8DzJEjKJuoWD7b,945ccb2b-2008-406d-8970-36d8c71ca733.wav,halina
PvXSYiN1PJXBztPbr7Ni,37723379-65a4-435e-ac93-77a3c901c20a.wav,wake amekwama juu ya
PvZ4Ws0jEWF9p6u8B5s0,57764846-c311-4854-805b-3a3925519522.wav,asubuhi
PvZX6mtqvXrpCAaEjXq5,5e357aef-5336-4b35-8679-b3f30d0bafe1.wav,Jambo
Pvc2JlywF5AMx0JcDc91,6fa84e9e-de5e-435e-9903-1645c078c51b.wav,kitu chenye hali ya
PvcnJhqKcuiHsZZ7W7Wg,351371e5-04c2-4856-b60e-06e618b6e567.wav,kiume ina nguvu
Pvof9RDHHGUX1UKwNpXp,aa6372d0-d40e-48a1-82f5-c0333ae71949.wav,Kabla
Pvry5nxPQV2Kli59qezf,eb65cf42-82de-48db-9b6b-78da8d7f171d.aac,Awamu ya kwanza
Pw6NwUci8lzK6McfLe0G,e3074c62-587b-4db4-8260-ca72b3d3c034.aac,wadogo
Pw9WNpE2infQf6BtKrci,55db5428-31e6-4a1c-b791-b304caec2599.wav,kuwa kuna
PwAD1CfNI4WmrIkJRm4X,9f73332a-36f0-4afe-996d-57d27558005d.aac,Waziri
PwMLFAd6zZKbSWvlZ4wF,a054be9c-7074-4782-8f51-df08aa37b7c1.wav,ameingia darasani
PwOr5YunQFGXBmjy2l34,69aac821-27ed-42cb-87f8-3e70148379da.wav,wao atajivua gamba
PwSHNZ54uL8xdG3iYXVr,d5ac2f9b-6376-4426-a437-2f76124f0e0f.wav,asubuhi sana
PwXiipjs9ghoIiWFFhPK,71542c54-c4b1-4415-acf7-bd141ed3c914.wav,Mtoto
PwXymaNKQVOR0Jrzkr1Y,61ba3a29-15e9-4d82-8fb4-04cda23fd7ce.wav,Saivi
Pwa4rra83FW14t6UK7ca,8f72602c-cd84-43f7-8984-0ad93f697596.wav,mahusiano na jinsia
PwfiIggapUHWhlnnKlMC,a0b0f3d5-08ef-4db5-b60d-4d37fd235ac6.wav,anajuana na mkuu
Px2FbfXPQEXACbAnpMeo,cb7a8f8d-5699-41c3-b170-54cb1ec0f277.aac,kupatikana tani  na
PxA4O9eYXTz9PqysTH7g,299c807b-f723-46f7-9e13-462d8cddf31b.aac,kwani hali
PxDV4Svt8aExFNHcE3lB,ba184edc-f9db-40c6-8dde-9762d8c092a0.aac,kama
PxYdZNES9IA8lklZPLtR,29b3c83e-8cc9-408a-a4a3-e185a556759c.aac,kulevya
Pxcn0EUb8cZ2uf2mksDF,34173ae3-dca9-4953-921d-a2ccad5237d5.wav,huyu ni hodari
Pxq6TmPvFmAysUYTmhnQ,7ce7bca2-1cf0-43ee-952a-471dc9e1c4eb.wav,zinatufunza maadili mema ya
PxsdXeibiRDu0RHrrvpr,bfcefaa9-0ff5-4a88-a3d1-fd3b6e19be48.aac,na
Pxu5hzZ06dgQtCAkASSY,e593978c-75ce-488d-be64-2aeb3fffaa13.wav,Ahadi
Py3vpm1Z6WQSOkiNM4Fe,166373e6-fd01-4220-914b-9d6fad7e9904.wav,Mwenyezi
PyF9R6ChYwLmPrb44x8S,2b87c7af-c25b-48d1-90af-1722227d90c8.wav,asubuhi sana
PyP1WJD4haV7bljhpfhx,94f6beb1-099a-49ca-b8f1-4b9ade5a726d.aac,nyingi
PySGIaZJpyW1XAhOq5s9,5c51153a-4553-4707-82bd-fdb54746368d.aac,pili
PyURuV2Qg0LZ54NsUpd4,9beda2d5-5735-4fdf-b040-0c33bb643dae.aac,Mbeya na Songwe
PyWVJ683tEMMXUk3uFpu,74f3e705-3e6b-4d83-882d-7a1f43f12a50.wav,na familia yangu
PyXDBZOpltTftGyI5C0C,34a533e3-beaf-4f91-a4ca-60eb5a0b4b42.wav,Jongoo ni mdudu
Pycv5VQCUjoyF2aa6Y30,d2d25382-dffe-48f2-8dba-bba8d433d56e.wav,kuna
PyjWKWrvXMEv1m5cy3qx,7c98f4b0-5ced-4893-aa50-0ab5ca8d82dd.wav,ya
PykBNyETCaiaMRJcrwI7,c1e22b47-ce05-4ee7-92ab-4783dcdbe118.wav,nikichoka
PynuukQD0kGxEYlO6Q9m,d08ddaa6-7c86-4d34-94db-68110792c3d3.wav,ndio
Pz2rJNcSWPA0oE8Xv9UE,1fe4af42-44ef-47ba-80c2-ac5143fbb964.wav,Nawahi
Pz37tITUxtNXM7qzjY3E,0c3fc7e9-79e8-4734-864e-06f5b31a8326.aac,Alipomaliza
PzMAeQL1yjvWUqy7wQag,4c3aa758-5a6f-426f-9a18-add1d8418a03.wav,uchumi
PzOxjHi8uZdDip7er9vI,f398bebf-d1a8-4f1f-a292-470af7e9fc07.wav,ili
Pzip5rbKk5nRwN2hVeqA,69c349c4-9a61-4089-be84-4b991426705d.wav,Ukibabandua kila kitu
PzjI4kQHZuCJ4zf2HnlG,dcb58c7a-5afa-4b63-a0f8-ea0d6c10f09b.wav,Wanafunzi wanasoma kwa
Pzmw0m9MavWduliZhawL,9f854299-8a23-4915-8d8a-693f83728c94.aac,Sh
PznoTgJE0Ii1Qm67vGKz,d2cbc322-d6de-4431-af7f-04013e840df3.wav,Kuagua ndoto ni
PzpAiF0x18srxh5QN3E2,0f2e4845-c43c-4f56-a274-b47af4b59e7a.wav,ni mfano wakuigwa
PzralGLbTs4161bAqGa6,ed4e2154-3cdb-4511-aa66-c7413af4e31d.wav,Juma
Pzv7jFGW0rNgA5tiqqZi,2393ef09-a3ce-4335-ac7d-8ce20ab19d19.wav,Baghala
PzweXBoR13FfHla8Obtc,d19991b1-3705-47f1-9162-8cc7ffdeb693.wav,Achen
Q01vq3kWxTwJcOkkAUyd,f90244a3-42e1-4368-9237-a3d0bc4a098d.wav,Afadhali
Q0Jd3Pzde7w1uErZtcrw,a5cd9bfd-19e0-4066-b200-ea7660c1207f.wav,Samaki jodari ni tabu
Q0QOCmRgTh0J3VYHQtRf,04b3607b-5179-444e-ab91-4ac245a17b0a.wav,nimeamua kuifuta hivyo mtajuana
Q0Rfx8t5VGQ9Tzpj5bgf,98b1bdab-e2e1-43ea-ad41-5200165ffcb8.aac,jana na
Q0XMNY5QrjhSHHFAma4I,68c04d41-12a3-4987-82a0-007b8f4ced5c.aac,hili amesema Makonda
Q0eb1AC0H0Yp3m1b09WP,4802d714-dad1-425a-9ad8-8bf2b1f51809.aac,wa
Q0frqa3lxEqkLt1UeWWz,ad953c9e-73da-43f5-aa73-4ce52dd45eb5.wav,Napenda sana ushirikiano
Q0iKmMJyhfmVWVb2FcGb,694d3e02-8a87-4834-9ecf-cda226500dc7.wav,Ni mkoa gani maaraufu
Q0xWovMjurlV7RKQ52UF,f59223b2-3d48-4b7f-9ead-3b60a6d05fb4.aac,ya kwanza kuna
Q0zG3SjvbMKMhllxPFuD,8159fa80-7daa-489d-abae-9bb46956e8af.wav,zimeshonwa
Q11H3OVZQOxVwjsWyehG,a32d9e5e-24c1-4ea5-9d8a-ba4b97102f0d.wav,mwanafunzi
Q18oNxNolzYg14YmUnqx,b29a4f6c-3757-41be-b1b0-a5b8062f85fd.aac,michache ambayo
Q1Dr1yRAOvDeeBsCqQBa,fd608dbe-8c17-4885-8875-9305764d8531.wav,yake ya kuzaliwa
Q1LkzCaHdvd57REkQ5Xl,728907fa-ae5a-4a9c-82d2-13aa6d8b393d.wav,Watoto
Q1No1Xa7yK28CrRkwvfA,fbf69f91-9952-4cd4-9899-884177c1da77.wav,Yule
Q1NodXAkE2HP92GDLMQH,f9f272d2-3983-43c8-ab7f-ac7149a7135e.aac,ILANI YA CHAMA
Q1Yg9edB2DAPyWrFGMeX,169253c9-6479-480c-9095-27dd0959e6b3.wav,Watoto
Q1wXmsl1VM2Du7KQwFNl,16d9a19e-3a61-4c0b-93e5-aac826a54b57.wav,Leo jioni nitakwenda
Q2KjQiciA9f2gUOeH22D,4aa4f30c-0a75-422a-ac8d-54e066963af8.wav,ni kishingo hana
Q2VhXSZVwmjxUem0eJzA,ecf8e30d-e235-400a-b67f-7af30434f24b.wav,inamadhara makubwa kwa vijana
Q2WsTP9SBeR3xb0W0Cvj,0487e7b3-8df3-4f0b-86ae-e166184ec597.aac,zilizoidhinishwa kwa ajili
Q2me59ob2QQO0ZR1QooF,17e0f1c2-6333-4361-96eb-fe505a7138aa.wav,kua
Q2quZ3icyq3UIag2QxGZ,caa0d95f-7c4e-4b2f-b0c5-a554fd4b7f52.aac,kwanza Karume ilikuwa
Q2rcODS9NVExh5hJqFit,ddccfec5-0a6e-43fc-ab43-35cd873429ad.aac,za
Q2tLCBXiBsEn2NDa6lzB,39a7d304-4daa-4642-ad62-287131f430e7.aac,katika
Q2tU4QW4hfTE51TYnuMX,e4f3c2cb-c2a7-4ea3-ad1d-81c0ff1530e6.wav,raheli
Q39b1a8ioGYeUIo5PGgi,79ba82de-62d0-44df-84f0-004cc34489d5.wav,Mtaa wa
Q3Un43UMf0puZLLkgJ1H,e14d2bff-1304-4f3a-a234-0661a5cda08a.wav,sana kwa uongo
Q3XejXhF7L1rsmwLjhz6,90f2d836-c2b9-47aa-a6a0-e1b0f943db55.wav,wake amekwama juu
Q3Z1IfDhIZdRVz9s6lP4,f2e429a0-798a-4647-a2d1-fa7b631bcdfe.wav,jina lake na
Q3htvspqDlh1sz7uLYeL,dd4f3131-a4d4-4d0b-960b-478baeb9105d.aac,nyingi
Q3mukwdHG3bCIbqNCkdR,b2f63def-af8e-4d6c-90d5-572fadc23cc7.aac,ni
Q3o2ipHLEfwvvGyyBK99,8b62fed8-3078-4783-bc21-3025b7bda778.wav,mdudu anaeteleza kupita
Q3q4JSvBYuMPRUNdo79e,e989564c-f33a-4606-905d-b129b2ba57c0.wav,Omba
Q49IX3EL4pnPs3N0rHs3,7afc06dc-be06-4753-8a4d-ab5b8de044f6.wav,kasema Jumamosi hii
Q4Ezidmw2aJT1lUGGDC3,adfac07c-83be-4cf7-9fcd-8464fa87dacc.aac,Kinabo
Q4FEX68EICme09MULlFF,6d8b4a54-22a5-495c-bca8-82406b08faa4.wav,kujenga
Q4H5sxdgT99i6115PSMF,51e5c3be-65d9-4a78-ac13-2730f01ea9ad.wav,kama
Q4HvwMlJldHPpjZqq0dW,e8002d3e-c668-4c3b-8597-6d422ef65ae3.wav,ya kiume ina
Q4Hvz8P0EfIgagh4DZGz,2fda02a8-9982-452f-800a-2d5e5bff3f92.wav,katika masuala ya
Q4JEReJnZ3OCFsrgoVGj,72df763c-e678-4e67-9e2c-527b4433d9cb.aac,ili kujiridhisha na
Q4ZzFYhf7G4Jx5sd8tCX,967f44b7-76d3-4c02-afe5-7b59178c4055.wav,na Joshi wanafunga ndoa mwezi
Q4lkn8t856nMRZTEyaC1,b5e27eb8-a35e-458c-a8f6-8551f6467958.wav,kwenye maziwa yenye matope
Q4oHjM4h7GkPk9Pd1zrN,3fb8a6e8-f259-4fc3-9f80-78f57d40c376.wav,setu zote jumla
Q4rf21oRMSVNQuPTGUHh,730fbf94-e154-4072-8437-f758455c0e78.wav,jifanye
Q56YGIxErESJulFCucLu,8294c804-7e84-4a75-b824-cf0453909b98.wav,unajua kila kitu
Q5CVexywOeUlwhWjA8E4,f3aaa535-90f7-4c9b-bdfc-a58ce2709dae.wav,Baghala
Q5FM76kxhfYxgb8T7ZHl,7a3713e3-f659-47e3-b8d3-55e3bb38a572.aac,zote zinazodaiwa fedha
Q5NRcbzVFL6p7UQW4VFp,87184010-6fd9-4796-ae21-04461b8f70ba.wav,Acha
Q5PT9ZT7KIMFlz9eOczq,3110cd07-ad50-42cf-a368-ba26a95224be.wav,Binti huyu ameongea kwa kujigamba kwenye ushairi wake
Q5U8EmwIkyFIw6mftiUz,d81f25fa-8b32-434e-b82d-d5d29d601b82.wav,muda wote anashinda
Q5dSRprHadcg8UCmLseZ,1b82619f-d3fc-4c4d-aabe-5cd068e52b39.wav,Ukienda
Q5kK5SVbMLdPgwuK57XB,6a267815-4dc6-46df-92cb-7d283da341a0.wav,ndama huyu atakua
Q5vM4ZSVh6wigyVajIWR,887d98eb-a851-40ac-8f79-183b41555cc7.aac,la madiwani wazo
Q5zGpsOBPK96K4y0s2Ea,e199d394-b9d8-4f40-bcc6-259ee8bd5695.wav,kujitokeza nyakati za
Q65JNd2xykNQChuj7Lb2,421e59a0-4657-449c-89e4-445145dc338c.aac,wa
Q6EUsXsLKCU1ni3UophQ,b60ac374-3b63-4574-9cb5-f3a11f27f11c.wav,mzima hatuna shujaa zaidi
Q6M8qWoJl9fAJiQFjFsj,509c88c3-fd3b-46e0-9bf0-010bb893a459.aac,vifaa tiba maalumu
Q6Vqtx02vmGObQSxTkJL,f6aa1b38-5693-497c-a5c9-efe3e32d38cc.wav,jino
Q6XScFvLs1tEGmrw6p6o,8e9ed584-cc71-4503-893d-dbf1c9dfd9a1.aac,Wilaya
Q6d0UuxIAuf2fHrSYZhc,79bac17d-6884-40cd-8072-73e6b3b44f14.aac,uvuvi
Q6eCl3Uy2jgxmRZFpslz,226e51a1-de77-48e7-b4a0-27ddf0deb6af.wav,tena na alikua
Q6h0RBITnL4VOA6wtPEt,6b15d2bf-cf6d-4ad8-b1c8-f5b0fca3ea19.wav,Kuna jina
Q6kM3dYkbqPoc4EBCBgp,af7880f6-6346-4f5b-98ba-c890d24f38de.wav,raha ukijumlisha
Q6maLJ0AUu1hZDvkXPd9,120502d5-8af2-4025-8eb6-c9a8fa221234.aac,huyu amekubali
Q6nn7M0IvcjC9FKLOqwu,e970f936-152e-42de-8716-27d75ce4f4c1.wav,Mbunge wetu amejihusisha
Q6vwrYYyTOsHaHIxjMYH,19092415-91d8-478f-a1ac-3091766941f5.wav,mtukufu
Q6xKCcNozh3yyghm0h3J,95072366-3cf9-43c5-8277-41276c261d9d.wav,usije unguza nguo
Q73KfeuGitKzkucIdXWB,bf3a203a-9dda-4c6e-9ec6-e54694b00599.wav,kwanzahivyo anaanza juzuu
Q74h1AMqhpIu9SoNk0fa,5102bd03-4961-43fb-8fa2-d621534225b9.wav,kuzima jiko hivyo
Q7718TlW98wlHGnhK3nG,bc180ff8-1bae-45fa-89f8-3af54c76ded7.aac,katika Taasisi ya
Q79k2GxJLIust2gQuTrX,69262405-5466-425f-953f-7c6797547558.wav,Andaa
Q7A5n1H4aa6U2bEbj2Qr,0a8fae72-a0c2-44e5-8af7-29e9e0e27e4b.wav,amezaa jike tena
